slug,type,author,title,series,number
hominids-sawyer,book,Robert J. Sawyer,Hominids,,
agent-to-the-stars-scalzi,book,John Scalzi,Agent to the Stars,,
old-mans-war-scalzi,book,John Scalzi,Old Man's War,,
redshirts-scalzi,book,John Scalzi,Redshirts,,
the-collapsing-empire-scalzi,book,John Scalzi,The Collapsing Empire,,
zoes-tale-scalzi,book,John Scalzi,Zoe's Tale,,
the-healers-war-scarborough,book,Elizabeth Ann Scarborough,The Healer's War,,
the-face-of-britain-the-nation-through-its-portraits-schama,book,Simon Schama,The Face of Britain: The Nation Through its Portraits,,
the-story-of-the-jews-volume-two-belonging-1492-1900-schama,book,Simon Schama,The Story of the Jews Volume Two: Belonging: 1492-1900,,
the-story-of-the-jews-finding-the-words-1000-bce-1492-ce-schama,book,Simon Schama,"The Story of the Jews: Finding the Words, 1000 BCE – 1492 CE",,
the-stuff-of-soldiers-a-history-of-the-red-army-in-world-war-ii-through-objects-schechter,book,Brandon M. Schechter,The Stuff of Soldiers: A History of the Red Army in World War II Through Objects,,
the-art-of-game-design-a-book-of-lenses-schell,book,Jesse Schell,The Art of Game Design: A Book of Lenses,,
command-and-control-nuclear-weapons-the-damascus-accident-and-the-illusion-of-safety-schlosser,book,Eric Schlosser,"Command and Control: Nuclear Weapons, the Damascus Accident, and the Illusion of Safety",,
liars-and-outliers-enabling-the-trust-that-society-needs-to-thrive-schneier,book,Bruce Schneier,Liars and Outliers: Enabling the Trust that Society Needs to Thrive,,
the-elephants-graveyard-schoen,book,Lawrence M. Schoen,The Elephants' Graveyard,,
blue-power-schrader,book,Stuart Schrader,Blue Power: How Police Organized to Protect and Serve Themselves,,
blood-sweat-and-pixels-schreier,book,Jason Schreier,"Blood, Sweat, and Pixels",,
those-who-hold-bastogne-the-true-story-of-the-soldiers-and-civilians-who-fought-in-the-biggest-battle-of-the-bulge-schrijvers,book,Peter Schrijvers,Those Who Hold Bastogne: The True Story of the Soldiers and Civilians Who Fought in the Biggest Battle of the Bulge,,
permanence-schroeder,book,Karl Schroeder,Permanence,,
sun-of-suns-schroeder,book,Karl Schroeder,Sun of Suns,,
dear-committee-members-schumacher,book,Julie Schumacher,Dear Committee Members,,
black-empire-new-england-library-of-black-literature-schuyler-john-a-williams,book,George S. Schuyler,Black Empire (New England Library Of Black Literature),,
shadow-of-the-demon-lord-sdl1000-schwalb,rpg,Robert J. Schwalb,Shadow of the Demon Lord (SDL1000),,
the-art-of-the-long-view-planning-for-the-future-in-an-uncertain-world-schwartz,book,Peter Schwartz,The Art Of The Long View:  Planning For The Future In An Uncertain World,,
adhd-nation-children-doctors-big-pharma-and-the-making-of-an-american-epidemic-schwarz,book,Alan Schwarz,"ADHD Nation: Children, Doctors, Big Pharma, and the Making of an American Epidemic",,
from-good-will-to-civil-rights-transforming-federal-disability-policy-scotch,book,Richard K. Scotch,From Good Will to Civil Rights: Transforming Federal Disability Policy,,
seeing-like-a-state-how-certain-schemes-to-improve-the-human-condition-have-failed-scott,book,James C. Scott,Seeing Like a State: How Certain Schemes to Improve the Human Condition Have Failed,,
the-art-of-not-being-governed-an-anarchist-history-of-upland-southeast-asia-yale-agrarian-studies-series-scott,book,James C. Scott,The Art of Not Being Governed: An Anarchist History of Upland Southeast Asia (Yale Agrarian Studies Series),,
weapons-of-the-weak-everyday-forms-of-peasant-resistance-scott,book,James C. Scott,Weapons of the Weak: Everyday Forms of Peasant Resistance,,
black-snow-curtis-lemay-the-firebombing-of-tokyo-and-the-road-to-the-atomic-bomb-scott,book,James M. Scott,"Black Snow: Curtis LeMay, the Firebombing of Tokyo, and the Road to the Atomic Bomb",,
trouble-and-her-friends-scott,book,Melissa Scott,Trouble and Her Friends,,
code-name-scott-payne,audiobook,Payne Scott,Code Name: Pale Horse—How I Went Undercover to Expose America's Nazis,,
computing-taste-algorithms-and-the-makers-of-music-recommendation-seaver,book,Nick Seaver,Computing Taste: Algorithms and the Makers of Music Recommendation,,
who-gets-in-and-why-a-year-inside-college-admissions-selingo,book,Jeffrey J. Selingo,Who Gets In and Why: A Year Inside College Admissions,,
john-carter-and-the-gods-of-hollywood-sellers,book,Michael D. Sellers,John Carter and the Gods of Hollywood,,
summer-of-love-the-inside-story-of-lsd-rock-roll-free-love-and-high-times-in-the-wild-selvin,book,Joel Selvin,"Summer of Love: The Inside Story of LSD, Rock & Roll, Free Love and High Times in the Wild",,
the-disaster-artist-my-life-inside-the-room-the-greatest-bad-movie-ever-made-sestero-tom-bissell,book,Greg Sestero,"The Disaster Artist: My Life Inside The Room, the Greatest Bad Movie Ever Made",,
disaster-nationalism-the-downfall-of-liberal-civilization-seymour,book,Richard Seymour,Disaster Nationalism: The Downfall of Liberal Civilization,,
yours-to-reason-why-decision-in-battle-seymour,book,William Seymour,Yours To Reason Why: Decision In Battle,,
absolute-zero-and-the-conquest-of-cold-and-the-conquest-of-cold-an-acclaimed-history-of-temperature-science-that-revolutionized-civilization-shachtman,book,Tom Shachtman,Absolute Zero And The Conquest Of Cold: And the Conquest of Cold – An Acclaimed History of Temperature Science that Revolutionized Civilization,,
hope-never-dies-shaffer,book,Andrew Shaffer,Hope Never Dies,,
trail-of-feathers-in-search-of-the-birdmen-of-peru-shah,book,Tahir Shah,Trail of Feathers: In Search of the Birdmen of Peru,,
leviathan-and-the-air-pump-hobbes-boyle-and-the-experimental-life-shapin-simon-schaffer,book,Steven Shapin,"Leviathan and the Air-Pump: Hobbes, Boyle, and the Experimental Life",,
the-scientific-life-a-moral-history-of-a-late-modern-vocation-shapin,book,Steven Shapin,The Scientific Life: A Moral History of a Late Modern Vocation,,
no-pity-people-with-disabilities-forging-a-new-civil-rights-movement-shapiro,book,Joseph P. Shapiro,No Pity: People with Disabilities Forging a New Civil Rights Movement,,
carrying-coca-1500-years-of-andean-chuspas-bard-graduate-center-sharratt-bard-graduate-center,book,Nicola Sharratt,"Carrying Coca: 1,500 Years of Andean Chuspas (Bard Graduate Center)",,
new-suns-original-speculative-fiction-by-people-of-color-shawl-silvia-moreno-garcia,book,Nisi Shawl,New Suns: Original Speculative Fiction by People of Color,,
achilles-in-vietnam-combat-trauma-and-the-undoing-of-character-shay,book,Jonathan Shay,Achilles in Vietnam: Combat Trauma and the Undoing of Character,,
a-bright-shining-lie-john-paul-vann-and-america-in-vietnam-sheehan,book,Neil Sheehan,A Bright Shining Lie: John Paul Vann and America in Vietnam,,
a-fiery-peace-in-a-cold-war-bernard-schriever-and-the-ultimate-weapon-sheehan,book,Neil Sheehan,A Fiery Peace in a Cold War: Bernard Schriever and the Ultimate Weapon,,
after-the-war-was-over-hanoi-and-saigon-sheehan,book,Neil Sheehan,After The War Was Over: Hanoi and Saigon,,
the-arnheiter-affair-sheehan,book,Neil Sheehan,The Arnheiter Affair,,
between-the-strokes-of-night-sheffield,book,Charles Sheffield,Between the Strokes of Night,,
love-your-monsters-postenvironmentalism-and-the-anthropocene-shellenberger-ted-nordhaus,book,Michael Shellenberger,Love Your Monsters: Postenvironmentalism and the Anthropocene,,
frankenstein-shelley,book,Mary Wollstonecraft Shelley,Frankenstein,,
moon-shot-the-inside-story-of-americas-race-to-the-moon-shepard-deke-slayton,book,Alan Shepard,Moon Shot: The Inside Story of America's Race to the Moon,,
the-best-of-lucius-shepard-shepard,book,Lucius Shepard,The Best of Lucius Shepard,,
fast-movers-jet-pilots-and-the-vietnam-experience-sherwood,book,John Darrell Sherwood,Fast Movers: Jet Pilots and the Vietnam Experience,,
raining-sideways-shields,book,Andrew Shields,Raining Sideways,,
know-thine-enemy-a-spys-journey-into-revolutionary-iran-shirley,book,Edward Shirley,Know Thine Enemy: A Spy's Journey into Revolutionary Iran,,
hot-singles-in-your-area-shiveley,book,Jordan Shiveley,Hot Singles in Your Area,,
the-russian-debutantes-handbook-shteyngart,book,Gary Shteyngart,The Russian Debutante's Handbook,,
the-untouchables-mission-accomplished-twentieth-anniversary-commemorative-signed-edition-shul-walter-watson,book,Brian, Watson Jr. Shul,The Untouchables - Mission Accomplished - Twentieth Anniversary Commemorative Signed Edition,
scythe-shusterman,book,Neal Shusterman,Scythe,,
thunderhead-shusterman,book,Neal Shusterman,Thunderhead,,
the-wide-wide-sea-sides-noble,audiobook,Hampton Sides,"The Wide Wide Sea: Imperial Ambition, First Contact and the Fateful Final Voyage of Captain James Cook",,
quest-for-the-dutchmans-gold-the-100-year-mystery-the-facts-myths-and-legends-of-the-lost-dutchman-mine-and-the-superstition-mountains-sikorsky,book,Robert Sikorsky,"Quest for the Dutchman's Gold: The 100-Year Mystery : The Facts, Myths and Legends of the Lost Dutchman Mine and the Superstition Mountains",,
strange-and-secret-peoples-fairies-and-victorian-consciousness-silver,book,Carole G. Silver,Strange and Secret Peoples: Fairies and Victorian Consciousness,,
science-fiction-101-exploring-the-craft-of-science-fiction-silverberg,book,Robert Silverberg,Science Fiction: 101: Exploring the Craft of Science Fiction,,
scientists-and-scoundrels-a-book-of-hoaxes-extraordinary-world-silverberg,book,Robert Silverberg,Scientists and Scoundrels: A Book of Hoaxes (Extraordinary World),,
shadrach-in-the-furnace-silverberg,book,Robert Silverberg,Shadrach in the Furnace,,
the-book-of-skulls-silverberg,book,Robert Silverberg,The Book of Skulls,,
the-new-atlantis-and-other-novellas-of-science-fiction-silverberg-ursula-k-le-guin,book,Robert Silverberg,The New Atlantis and Other Novellas of Science Fiction,,
the-science-fiction-hall-of-fame-volume-one-1929-1964-silverberg-ae-van-vogt,book,Robert Silverberg,"The Science Fiction Hall of Fame, Volume One, 1929-1964",,
understanding-autism-parents-doctors-and-the-history-of-a-disorder-silverman,book,Chloe Silverman,"Understanding Autism: Parents, Doctors, and the History of a Disorder",,
how-to-write-a-lot-a-practical-guide-to-productive-academic-writing-silvia,book,Paul J. Silvia,How to Write a Lot: A Practical Guide to Productive Academic Writing,,
way-station-simak,book,Clifford D. Simak,Way Station,,
the-arts-of-larp-design-literacy-learning-and-community-in-live-action-role-play-simkins,rpg,David Simkins,"The Arts of LARP: Design, Literacy, Learning and Community in Live-Action Role Play",,
hyperion-simmons,book,Dan Simmons,Hyperion,,
dog-company-six-simmons,book,Edwin H. Simmons,Dog Company Six,,
homicide-a-year-on-the-killing-streets-simon,book,David Simon,Homicide: A Year on the Killing Streets,,
the-corner-a-year-in-the-life-of-an-inner-city-neighborhood-simon-edward-burns,book,David Simon,The Corner: A Year in the Life of an Inner-City Neighborhood,,
flame-and-fortune-in-the-american-west-urban-development-environmental-change-and-the-great-oakland-hills-fire-simon,book,Gregory L. Simon,"Flame and Fortune in the American West: Urban Development, Environmental Change, and the Great Oakland Hills Fire",,
the-surrender-experiment-singer-singer,audiobook,Michael A. Singer,The Surrender Experiment: My Journey Into Life's Perfection,,
the-untethered-soul-the-journey-beyond-yourself-singer,book,Michael A. Singer,The Untethered Soul: The Journey Beyond Yourself,,
ghost-fleet-a-novel-of-the-next-world-war-singer-august-cole,book,P.W. Singer,Ghost Fleet: A Novel of the Next World War,,
likewar-the-weaponization-of-social-media-singer-emerson-t-brooking,book,P.W. Singer,LikeWar: The Weaponization of Social Media,,
demystifying-dissertation-writing-a-streamlined-process-from-choice-of-topic-to-final-text-single,book,Peg Boyle Single,Demystifying Dissertation Writing: A Streamlined Process from Choice of Topic to Final Text,,
the-algorithm-design-manual-skiena,book,Steven S. Skiena,The Algorithm Design Manual,,
steel-frame-skinner,book,Andrew Skinner,Steel Frame,,
the-story-of-aint-america-its-language-and-the-most-controversial-dictionary-ever-published-skinner,book,David Skinner,"The Story of Ain't: America, Its Language, and the Most Controversial Dictionary Ever Published",,
protecting-soldiers-and-mothers-the-political-origins-of-social-policy-in-the-united-states-skocpol,book,Skocpol Skocpol,Protecting Soldiers and Mothers: The Political Origins of Social Policy in the United States,,
defeat-into-victory-battling-japan-in-burma-and-india-1942-1945-slim-david-w-hogan-jr,book,William Slim,"Defeat Into Victory: Battling Japan in Burma and India, 1942-1945",,
our-babies-ourselves-how-biology-and-culture-shape-the-way-we-parent-small,book,Meredith Small,"Our Babies, Ourselves: How Biology and Culture Shape the Way We Parent",,
autopilot-the-art-science-of-doing-nothing-smart,book,Andrew Smart,Autopilot: The Art & Science of Doing Nothing,,
writing-public-policy-a-practical-guide-to-communicating-in-the-policy-making-process-smith,book,Catherine F. Smith,Writing Public Policy: A Practical Guide to Communicating in the Policy-Making Process,,
norstrilia-smith,book,Cordwainer Smith,Norstrilia,,
the-best-of-cordwainer-smith-smith-jj-pierce,book,Cordwainer Smith,The Best of Cordwainer Smith,,
not-by-the-book-a-combat-intelligence-officer-in-vietnam-smith,book,Eric McAllister Smith,Not By The Book: A Combat Intelligence Officer In Vietnam,,
trace-smith,book,Ian M. Smith,Trace,,
the-emperors-codes-the-breaking-of-japans-secret-ciphers-smith,book,Michael Smith,The Emperor's Codes: The Breaking of Japan's Secret Ciphers,,
hell-divers-smith,book,Nicholas Sansbury Smith,Hell Divers,,
the-theory-and-practice-of-innovation-policy-an-international-research-handbook-prime-series-on-research-and-innovation-policy-in-europe-smits-stefan-kuhlmann,book,Ruud E. Smits,The Theory and Practice of Innovation Policy: An International Research Handbook (PRIME Series on Research and Innovation Policy in Europe),,
longitude-the-true-story-of-a-lone-genius-who-solved-the-greatest-scientific-problem-of-his-time-sobel-neil-armstrong,book,Dava Sobel,Longitude: The True Story of a Lone Genius Who Solved the Greatest Scientific Problem of His Time,,
the-electric-church-somers,book,Jeff Somers,The Electric Church,,
great-cons-con-artists-the-incredible-stories-of-the-masters-of-deceit-sommer,book,Robin Langley Sommer,Great Cons & Con Artists: The Incredible Stories of the Masters of Deceit,,
a-mind-at-play-how-claude-shannon-invented-the-information-age-soni-rob-goodman,book,Jimmy Soni,A Mind at Play: How Claude Shannon Invented the Information Age,,
finding-god-selected-responses-sonsino,book,Rifat Sonsino,Finding God: Selected Responses,,
blind-mans-bluff-the-untold-story-of-american-submarine-espionage-sontag-christopher-drew,book,Sherry Sontag,Blind Man's Bluff: The Untold Story of American Submarine Espionage,,
westmoreland-the-general-who-lost-vietnam-sorley,book,Lewis Sorley,Westmoreland: The General Who Lost Vietnam,,
a-fatal-thing-happened-on-the-way-to-the-forum-murder-in-ancient-rome-southon,book,Emma Southon,A Fatal Thing Happened on the Way to the Forum: Murder in Ancient Rome,,
welcome-to-vietnam-macho-man-refelections-of-a-khe-sanh-vet-spencer,book,Ernest Spencer,"Welcome to Vietnam, Macho Man: Refelections of a Khe Sanh Vet",,
the-coaching-habit-say-less-ask-more-change-the-way-you-lead-forever-stanier,book,Michael Bungay Stanier,"The Coaching Habit: Say Less, Ask More & Change the Way You Lead Forever",,
star-maker-stapledon,book,Olaf Stapledon,Star Maker,,
the-shining-path-love-madness-and-revolution-in-the-andes-starn-miguel-la-serna,book,Orin Starn,"The Shining Path: Love, Madness, and Revolution in the Andes",,
the-social-transformation-of-american-medicine-the-rise-of-a-sovereign-profession-and-the-making-of-a-vast-industry-starr,book,Paul Starr,The Social Transformation of American Medicine: The Rise of a Sovereign Profession and the Making of a Vast Industry,,
sailing-true-north-ten-admirals-and-the-voyage-of-character-stavridis,book,James G. Stavridis,Sailing True North: Ten Admirals and the Voyage of Character,,
armor-steakley,book,John Steakley,Armor,,
dancing-in-the-glory-of-monsters-the-collapse-of-the-congo-and-the-great-war-of-africa-stearns,book,Jason K. Stearns,Dancing in the Glory of Monsters: The Collapse of the Congo and the Great War of Africa,,
the-last-full-measure-how-soldiers-die-in-battle-stephenson,book,Michael Stephenson,The Last Full Measure: How Soldiers Die in Battle,,
reamde-stephenson,book,Neal Stephenson,Reamde,,
seveneves-stephenson,book,Neal Stephenson,Seveneves,,
snow-crash-stephenson,book,Neal Stephenson,Snow Crash,,
the-diamond-age-or-a-young-ladys-illustrated-primer-stephenson,book,Neal Stephenson,"The Diamond Age: Or, a Young Lady's Illustrated Primer",,
the-mongoliad-book-one-stephenson-greg-bear,book,Neal Stephenson,The Mongoliad: Book One,,
a-good-old-fashioned-future-sterling,book,Bruce Sterling,A Good Old-Fashioned Future,,
distraction-sterling,book,Bruce Sterling,Distraction,,
gothic-high-tech-sterling,book,Bruce Sterling,Gothic High-Tech,,
heavy-weather-sterling,book,Bruce Sterling,Heavy Weather,,
holy-fire-sterling,book,Bruce Sterling,Holy Fire,,
involution-ocean-sterling,book,Bruce Sterling,Involution Ocean,,
love-is-strange-sterling,book,Bruce Sterling,Love is Strange,,
pirate-utopia-sterling-john-coulthart,book,Bruce Sterling,Pirate Utopia,,
robot-artists-and-black-swans-the-italian-fantascienza-stories-sterling-dario-tonani,book,Bruce Sterling,Robot Artists and Black Swans : The Italian Fantascienza Stories,,
schismatrix-plus-sterling,book,Bruce Sterling,Schismatrix Plus,,
the-artificial-kid-sterling-william-gibson,book,Bruce Sterling,The Artificial Kid,,
tomorrow-now-envisioning-the-next-fifty-years-sterling,book,Bruce Sterling,Tomorrow Now: Envisioning the Next Fifty Years,,
twelve-tomorrows-2014-sterling,book,Bruce Sterling,Twelve Tomorrows 2014,,
twelve-tomorrows-2016-sterling-nick-harkaway,book,Bruce Sterling,Twelve Tomorrows 2016,,
concentration-staying-focused-in-times-of-distraction-stigchel,book,Stefan van der Stigchel,Concentration: Staying Focused in Times of Distraction,,
serenade-to-the-big-bird-stiles,book,Bert Stiles,Serenade to the Big Bird,,
dracula-stoker-ruben-toledo,book,Bram Stoker,Dracula,,
divorce-without-court-a-guide-to-mediation-and-collaborative-divorce-stoner,book,Katherine E. Stoner,Divorce Without Court: A Guide to Mediation and Collaborative Divorce,,
fer-de-lance-stout,book,Rex Stout,Fer-de-Lance,,
murder-by-the-book-stout,book,Rex Stout,Murder by the Book,,
edge-of-infinity-strahan-pat-cadigan,book,Jonathan Strahan,Edge of Infinity,,
mission-critical-strahan-john-barnes,book,Jonathan Strahan,Mission Critical,,
the-artist-the-philosopher-and-the-warrior-the-intersecting-lives-of-da-vinci-machiavelli-and-borgia-and-the-world-they-shaped-strathern,book,Paul Strathern,"The Artist, the Philosopher, and the Warrior: The Intersecting Lives of Da Vinci, Machiavelli, and Borgia and the World They Shaped",,
the-dawnhounds-stronach,book,Sascha Stronach,The Dawnhounds,,
equoid-laundry-files-29-stross,book,Charles Stross,"Equoid (Laundry Files, #2.9)",Laundry Files,2.9
escape-from-yokai-land-laundry-files-65-stross,book,Charles Stross,"Escape from Yokai Land (Laundry Files, #6.5)",Laundry Files,6.5
neptunes-brood-stross,book,Charles Stross,Neptune's Brood,,
rule-34-stross,book,Charles Stross,Rule 34,,
singularity-sky-stross,book,Charles Stross,Singularity Sky,,
the-annihilation-score-stross,book,Charles Stross,The Annihilation Score,Laundry Files,6
the-apocalypse-codex-stross,book,Charles Stross,The Apocalypse Codex,Laundry Files,4
the-delirium-brief-stross,book,Charles Stross,The Delirium Brief,Laundry Files,8
the-fuller-memorandum-stross,book,Charles Stross,The Fuller Memorandum,Laundry Files,3
the-jennifer-morgue-stross,book,Charles Stross,The Jennifer Morgue,Laundry Files,2
the-labyrinth-index-stross,book,Charles Stross,The Labyrinth Index,Laundry Files,9
the-nightmare-stacks-stross,book,Charles Stross,The Nightmare Stacks,Laundry Files,7
the-rhesus-chart-stross,book,Charles Stross,The Rhesus Chart,Laundry Files,5
in-search-of-the-warrior-spirit-strozzi-heckler,book,Richard Strozzi-Heckler,In Search of the Warrior Spirit,,
fields-of-blood-book-of-war-op-studios,rpg,Eden Studios,Fields of Blood: Book of War *OP,,
methods-in-medical-ethics-sugarman,book,Jeremy Sugarman,Methods in Medical Ethics,,
into-the-dark-sutherland,book,J.A. Sutherland,Into the Dark,,
scrum-the-art-of-doing-twice-the-work-in-half-the-time-sutherland,book,Jeff Sutherland,Scrum: The Art of Doing Twice the Work in Half the Time,,
aquarium-the-career-and-defection-of-a-soviet-military-spy-suvorov,book,Viktor Suvorov,Aquarium: The Career and Defection of a Soviet Military Spy,,
spetsnaz-the-story-behind-the-soviet-sas-suvorov,book,Viktor Suvorov,Spetsnaz: The story behind the Soviet SAS,,
the-year-of-our-war-swainston,book,Steph Swainston,The Year of Our War,,
vacuum-flowers-swanwick,book,Michael Swanwick,Vacuum Flowers,,
inside-the-cuban-revolution-fidel-castro-and-the-urban-underground-sweig,book,Sweig Sweig,Inside the Cuban Revolution: Fidel Castro and the Urban Underground,,
the-myth-of-mental-illness-foundations-of-a-theory-of-personal-conduct-szasz,book,Thomas Szasz,The Myth of Mental Illness: Foundations of a Theory of Personal Conduct,,
macarthurs-jungle-war-the-1944-new-guinea-campaign-taaffe,book,Stephen R. Taaffe,MacArthur's Jungle War: The 1944 New Guinea Campaign,,
season-of-the-witch-enchantment-terror-and-deliverance-in-the-city-of-love-talbot,book,David Talbot,"Season of the Witch: Enchantment, Terror and Deliverance in the City of Love",,
a-vietcong-memoir-an-inside-account-of-the-vietnam-war-and-its-aftermath-tang-david-chanoff,book,Truong Nhu Tang,A Vietcong Memoir: An Inside Account of the Vietnam War and Its Aftermath,,
war-without-guns-tanham-w-robert-warne,book,George K. Tanham,War Without guns,,
mcnamara-at-war-taubman-taubman,book,Philip Taubman,McNamara at War: A New History,,
lancer-field-guide-to-suldan-tave,rpg,Kai Tave,Lancer: Field Guide to Suldan,,
modern-social-imaginaries-public-planet-books-taylor-dilip-parameshwargaonkar,book,Charles Margrave Taylor,Modern Social Imaginaries (Public Planet Books),,
system-design-interview-zero-to-hero-learn-how-to-pass-your-system-design-interview-following-modern-case-studies-taylor,book,Liam Taylor,System Design Interview: Zero to Hero. Learn How to Pass Your System Design Interview Following Modern Case Studies.,,
where-the-orange-blooms-one-mans-war-and-escape-in-vietnam-taylor,book,Thomas Happer Taylor,Where the Orange Blooms: One Man's War and Escape in Vietnam,,
children-of-memory-tchaikovsky,book,Adrian Tchaikovsky,Children of Memory,Children of Time,3
children-of-ruin-tchaikovsky,book,Adrian Tchaikovsky,Children of Ruin,Children of Time,2
children-of-strife-tchaikovsky,book,Adrian Tchaikovsky,Children of Strife,Children of Time,4
children-of-time-tchaikovsky,book,Adrian Tchaikovsky,Children of Time,Children of Time,1
city-of-last-chances-tchaikovsky-thorpe,audiobook,Adrian Tchaikovsky,City of Last Chances,Tyrant Philosophers,1
days-of-shattered-faith-tchaikovsky,book,Adrian Tchaikovsky,Days of Shattered Faith,Tyrant Philosophers,3
elder-race-tchaikovsky,book,Adrian Tchaikovsky,Elder Race,,
eyes-of-the-void-tchaikovsky,book,Adrian Tchaikovsky,Eyes of the Void,The Final Architecture,2
house-of-open-wounds-tchaikovsky,book,Adrian Tchaikovsky,House of Open Wounds,Tyrant Philosophers,2
lords-of-uncreation-tchaikovsky,book,Adrian Tchaikovsky,Lords of Uncreation,The Final Architecture,3
shards-of-earth-tchaikovsky,audiobook,Adrian Tchaikovsky,Shards of Earth,The Final Architecture,1
indigenous-voices-in-digital-spaces-tekobbe,book,Cindy Tekobbe,Indigenous Voices in Digital Spaces,,
superforecasting-the-art-and-science-of-prediction-tetlock-dan-gardner,book,Philip E. Tetlock,Superforecasting: The Art and Science of Prediction,,
misbehaving-thaler,book,Richard H. Thaler,Misbehaving: The Making of Behavioral Economics,,
guerrilla-thayer,book,Charles W. Thayer,Guerrilla,,
when-it-all-burns-thomas-thomas,audiobook,Jordan Thomas,When It All Burns: Fighting Fire in a Transformed World,,
rational-action-the-sciences-of-policy-in-britain-and-america-1940-1960-transformations-studies-in-the-history-of-science-and-technology-thomas,book,William Thomas,"Rational Action: The Sciences of Policy in Britain and America, 1940-1960 (Transformations: Studies in the History of Science and Technology)",,
making-parents-the-ontological-choreography-of-reproductive-technologies-inside-technology-thompson,book,Charis Thompson,Making Parents: The Ontological Choreography of Reproductive Technologies (Inside Technology),,
fear-and-loathing-on-the-campaign-trail-72-thompson,book,Hunter S. Thompson,Fear and Loathing: On the Campaign Trail '72,,
hells-angels-thompson-sylvie-durastanti,book,Hunter S. Thompson,Hell's Angels,,
crosswinds-the-air-forces-setup-in-vietnam-tilford,book,Earl H. Tilford,Crosswinds: The Air Force's Setup in Vietnam,,
coercion-capital-and-european-states-ad-990-1992-tilly,book,Charles Tilly,"Coercion, Capital, and European States, A.D. 990-1992",,
rethinking-adhd-from-brain-to-culture-timimi-jonathan-leo,book,Sami Timimi,Rethinking ADHD: From Brain to Culture,,
the-game-inventors-guidebook-tinsman,rpg,Brian Tinsman,The Game Inventor's Guidebook,,
building-better-humans-refocusing-the-debate-on-transhumanism-beyond-humanism-trans-and-posthumanism-jenseits-des-huma-tirosh-samuelson-kenneth-l-mossman,book,Hava Tirosh-Samuelson,Building Better Humans?: Refocusing the Debate on Transhumanism (Beyond Humanism: Trans- And Posthumanism / Jenseits Des Huma),,
the-rising-sun-the-decline-fall-of-the-japanese-empire-1936-45-toland,book,John Toland,"The Rising Sun: The Decline & Fall of the Japanese Empire, 1936-45",,
the-hobbit-or-there-and-back-again-tolkien-douglas-a-anderson,book,J.R.R. Tolkien,"The Hobbit, or There and Back Again",,
pacific-crucible-war-at-sea-in-the-pacific-19411942-toll,book,Ian W. Toll,"Pacific Crucible: War at Sea in the Pacific, 1941–1942",The Pacific War,1
six-frigates-the-epic-history-of-the-founding-of-the-u-s-navy-toll,book,Ian W. Toll,Six Frigates: The Epic History of the Founding of the U. S. Navy,,
the-conquering-tide-war-in-the-pacific-islands-19421944-the-pacific-war-trilogy-2-toll,book,Ian W. Toll,"The Conquering Tide: War in the Pacific Islands, 1942–1944 (The Pacific War Trilogy, 2)",The Pacific War,2
twilight-of-the-gods-war-in-the-western-pacific-1944-1945-toll,book,Ian W. Toll,"Twilight of the Gods: War in the Western Pacific, 1944-1945",The Pacific War,3
the-wages-of-destruction-the-making-and-breaking-of-the-nazi-economy-tooze,book,Adam Tooze,The Wages of Destruction: The Making and Breaking of the Nazi Economy,,
duel-of-eagles-the-classic-pilots-account-of-the-battle-of-britain-peter-townsends-air-war-collection-book-1-townsend,book,Peter Townsend,Duel of Eagles: The Classic Pilot's Account of the Battle of Britain (Peter Townsend's Air War Collection Book 1),,
vietnamerica-a-familys-journey-tran,book,G.B. Tran,Vietnamerica: A Family's Journey,,
bitter-seeds-tregillis,book,Ian Tregillis,Bitter Seeds,,
modern-warfare-a-french-view-of-counterinsurgency-psi-classics-of-the-counterinsurgency-era-trinquier-eliot-a-cohen,book,Roger Trinquier,Modern Warfare: A French View of Counterinsurgency (PSI Classics of the Counterinsurgency Era),,
father-soldier-son-memoir-of-a-platoon-leader-in-vietnam-tripp,book,Nathaniel Tripp,"Father, Soldier, Son: Memoir of a Platoon Leader In Vietnam",,
a-frozen-hell-the-russo-finnish-winter-war-of-1939-1940-trotter,book,William R. Trotter,A Frozen Hell: The Russo-Finnish Winter War of 1939-1940,,
phantom-over-vietnam-fighter-pilot-usmc-trotti,book,John Trotti,"Phantom over Vietnam: Fighter Pilot, USMC",,
too-much-and-never-enough-how-my-family-created-the-worlds-most-dangerous-man-trump,book,Mary L. Trump,Too Much and Never Enough: How My Family Created the World's Most Dangerous Man,,
a-distant-mirror-the-calamitous-14th-century-tuchman,book,Barbara W. Tuchman,A Distant Mirror: The Calamitous 14th Century,,
the-visual-display-of-quantitative-information-tufte,book,Edward R. Tufte,The Visual Display of Quantitative Information,,
rejection-tulathimutte,book,Tony Tulathimutte,Rejection,,
battle-of-surigao-strait-twentieth-century-battles-tully,book,Anthony P. Tully,Battle of Surigao Strait (Twentieth-Century Battles),,
blood-and-sand-suez-hungary-and-eisenhowers-campaign-for-peace-tunzelmann,book,Alex von Tunzelmann,"Blood and Sand: Suez, Hungary, and Eisenhower's Campaign for Peace",,
the-art-of-renaissance-warfare-from-the-fall-of-constantinople-to-the-thirty-years-war-turnbull,book,Stephen Turnbull,The Art of Renaissance Warfare: From the Fall of Constantinople to the Thirty Years War,,
